,000,001,010,011,012,021,100,101,102,110,120,201,210
000,0,2,2,2,3,3,2,2,3,2,3,3,3
001,2,0,4,2,1,3,4,2,1,4,5,3,5
010,2,4,0,2,3,1,4,4,5,2,1,5,3
011,2,2,2,0,1,1,4,4,3,4,3,5,5
012,3,1,3,1,0,2,5,3,2,5,4,4,6
021,3,3,1,1,2,0,5,5,4,3,2,6,4
100,2,4,4,4,5,5,0,2,3,2,3,1,1
101,2,2,4,4,3,5,2,0,1,4,5,1,3
102,3,1,5,3,2,4,3,1,0,5,6,2,4
110,2,4,2,4,5,3,2,4,5,0,1,3,1
120,3,5,1,3,4,2,3,5,6,1,0,4,2
201,3,3,5,5,4,6,1,1,2,3,4,0,2
210,3,5,3,5,6,4,1,3,4,1,2,2,0
